name,place_id,restaurant_type,cuisine_type,address,rating,review_count,price_range,Phone_number,website,url,atmosphere,dietary_options,service_options,amenities
Tony's Bistro,122,Restaurant,Continental,"69 N Main St, Centre, Cork, T12 H61W, Ireland",4.7,47,€20-35,+353 21 012 3456,https://www.google.com/url?q=https://www.facebook.com/TonysBistro/&opi=79508299&sa=U&ved=0ahUKEwid95n845iQAxW8SGwGHVwfJgsQ61gIGigS&usg=AOvVaw358yTaBn5aQhmplwlfZ3De,https://www.google.com/maps/place/Tony%27s+Bistro/data=!4m7!3m6!1s0x484491bed87b996b:0xfe3d30e58123f9a1!8m2!3d51.8988123!4d-8.4777559!16s%2Fg%2F11f87fj_3p!19sChIJa5l72L6RREgRofkjgeUwPf4?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Saucy Cow Vegan Food Cork,123,Pub,Irish,"Marina Market, Centre Park Rd, Ballintemple, Cork, T12 YX76, Ireland",4.2,42,€10-25,+353 85 901 2345,https://www.google.com/url?q=https://www.thesaucycow.com/&opi=79508299&sa=U&ved=0ahUKEwjXn-aJ5JiQAxUJT2wGHWxaHP8Q61gIGigS&usg=AOvVaw1AZxQtOWqxk_LlU6_JP5iH,https://www.google.com/maps/place/The+Saucy+Cow+Vegan+Food+Cork/data=!4m7!3m6!1s0x48449b9f9ce8237b:0xca578c529301b266!8m2!3d51.8989269!4d-8.4518397!16s%2Fg%2F11y1d190wj!19sChIJeyPonJ-bREgRZrIBk1KMV8o?authuser=0&hl=en&rclk=1,Casual,Vegan,"Dine-in, Takeaway, Delivery",Bar
Dennehy's Bar,124,Restaurant,Japanese,"11 Cornmarket St, Centre, Cork, T12 TX97, Ireland",4.7,47,€10-25,+353 21 123 4567,https://www.google.com/url?q=http://www.dennehysbar.com/&opi=79508299&sa=U&ved=0ahUKEwjj2pOW5JiQAxUQcGwGHY3mI5YQ61gIGygS&usg=AOvVaw0BZ-qRVCJEoXjAevK4u5rU,https://www.google.com/maps/place/Dennehy%27s+Bar/data=!4m7!3m6!1s0x48449105084a4027:0xfd4c1c69cdf53fc9!8m2!3d51.8999982!4d-8.4766168!16s%2Fg%2F11f7qzflhg!19sChIJJ0BKCAWRREgRyT_1zWkcTP0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Akira,125,Pub,Irish,"16A French Church St, Centre, Cork, T12 HR92, Ireland",4.4,44,€20-35,+353 21 234 5678,https://www.google.com/url?q=http://www.akiracork.ie/&opi=79508299&sa=U&ved=0ahUKEwjj6K2j5JiQAxUZe2wGHTbwI4oQ61gIGygS&usg=AOvVaw0bPMl8uxuLgCEy3o_RimHZ,https://www.google.com/maps/place/Akira/data=!4m7!3m6!1s0x48449195e09c6f3f:0x20a55915a0130e8f!8m2!3d51.898989!4d-8.4737118!16s%2Fg%2F11shjthscn!19sChIJP2-c4JWRREgRjw4ToBVZpSA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Fountain Pub,126,Restaurant,Indian,"66 Oliver Plunkett St, Centre, Cork, Ireland",4.7,47,€10-25,+353 21 345 6789,,https://www.google.com/maps/place/The+Fountain+Pub/data=!4m7!3m6!1s0x484491005a9c0ab5:0x8538c89255fe3188!8m2!3d51.8971425!4d-8.4742678!16s%2Fg%2F11yfj4rsp0!19sChIJtQqcWgCRREgRiDH-VZLIOIU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,Bar
Thali Nepal Restaurant,127,Restaurant,Irish,"15 Maylor St, Centre, Cork, T12 XC78, Ireland",4.5,45,€20-35,+353 21 451 8659,https://www.google.com/url?q=http://www.thalinepal.com/&opi=79508299&sa=U&ved=0ahUKEwie0P695JiQAxX6ZWwGHem9EC8Q61gIGygS&usg=AOvVaw2zcU9WcEjKNNd-B5TGaRQp,https://www.google.com/maps/place/Thali+Nepal+Restaurant/data=!4m7!3m6!1s0x4844901165b56735:0xfe232f4cbfb23ee7!8m2!3d51.8988214!4d-8.4692695!16s%2Fg%2F11c5qs9lzc!19sChIJNWe1ZRGQREgR5z6yv0wvI_4?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Glass Curtain,128,Street Food,Hungarian,"Thompson House, MacCurtain Street, Victorian Quarter, Cork, Ireland",4.8,48,€20-35,+353 83 345 6789,https://www.google.com/url?q=http://theglasscurtain.ie/&opi=79508299&sa=U&ved=0ahUKEwjsyKfM5JiQAxVkUGwGHbh1B4gQ61gIHCgS&usg=AOvVaw1gX1lue9dLXOvd0pQ-esEZ,https://www.google.com/maps/place/The+Glass+Curtain/data=!4m7!3m6!1s0x48449152a8d7c267:0xfbbde1f4f71ddef9!8m2!3d51.9015106!4d-8.467297!16s%2Fg%2F11fq7d15r4!19sChIJZ8LXqFKRREgR-d4d9_Thvfs?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Langos in Cork,129,Cafe,Sweets and Savory,"Cornmarket St, Centre, Cork, Ireland",5,50,€10-25,+353 21 456 7890,,https://www.google.com/maps/place/Langos+in+Cork/data=!4m7!3m6!1s0x484491f98f9ca2c9:0x2f1b9835f904ecbc!8m2!3d51.8995881!4d-8.4768285!16s%2Fg%2F11wq32c4nn!19sChIJyaKcj_mRREgRvOwE-TWYGy8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Box'd! Drive Thru Coffee,130,Pub,Irish,"Carrigrohane Rd, Cork, T12 VPPO, Ireland",4.6,46,€5-15,+353 21 567 8901,https://www.google.com/url?q=https://boxd-coffee.ie/&opi=79508299&sa=U&ved=0ahUKEwjGk_Pl5JiQAxUJd2wGHdP_IfYQ61gIFigO&usg=AOvVaw2FBrpBTqtzNiSpg6Llr7nE,https://www.google.com/maps/place/Box%27d!+Drive+Thru+Coffee/data=!4m7!3m6!1s0x48449112859c87dd:0xc536dc14268e80f2!8m2!3d51.8936958!4d-8.516117!16s%2Fg%2F11mw6rxl1d!19sChIJ3YechRKRREgR8oCOJhTcNsU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Dan Lowrey's Tavern,131,Pub,Irish,"13 MacCurtain Street, Centre, Cork, T23 VN24, Ireland",4.6,46,€10-25,+353 87 567 8901,https://www.google.com/url?q=https://www.facebook.com/Danlowreystavern/&opi=79508299&sa=U&ved=0ahUKEwjvxYHz5JiQAxW6cGwGHQNiKEgQ61gIHCgS&usg=AOvVaw3dAgDR24faUwrWRpufmrPZ,https://www.google.com/maps/place/Dan+Lowrey%27s+Tavern/data=!4m7!3m6!1s0x4844900e8a8437df:0x182b1132d1c13a82!8m2!3d51.9013936!4d-8.4682056!16s%2Fg%2F1tfb5zm7!19sChIJ3zeEig6QREgRgjrB0TIRKxg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Tom Barry's,132,Pub,Irish,"113 Barrack St, The Lough, Cork, T12 RT44, Ireland",4.6,46,€10-25,+353 21 678 9012,https://www.google.com/url?q=http://www.facebook.com/tombarryspub/&opi=79508299&sa=U&ved=0ahUKEwjvjsj_5JiQAxVKZmwGHWEuDSUQ61gIFygO&usg=AOvVaw3Xuvg1PcepEhyb4Kcym_2f,https://www.google.com/maps/place/Tom+Barry%27s/data=!4m7!3m6!1s0x484490190b38ca75:0x186775fe8d8fcde!8m2!3d51.8936402!4d-8.4782063!16s%2Fg%2F11b7gnw1kg!19sChIJdco4CxmQREgR3vzY6F93hgE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Paddy the Farmers,133,Bar,Italian,"15 Old Blackrock Road, Ballintemple, Cork, T12 D271, Ireland",4.5,45,€10-25,+353 21 789 0123,https://www.google.com/url?q=http://www.paddythefarmers.ie/&opi=79508299&sa=U&ved=0ahUKEwi5w6CN5ZiQAxXTTmwGHUAOLSUQ61gIFygS&usg=AOvVaw0ohXCJc0zTbU9BbBYONIVS,https://www.google.com/maps/place/Paddy+the+Farmers/data=!4m7!3m6!1s0x48449004887a9f4d:0xaf6a5c100049cd96!8m2!3d51.8927398!4d-8.4656449!16s%2Fg%2F11bw2gm52w!19sChIJTZ96iASQREgRls1JABBcaq8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Bocelli Italian Kitchen & Wine Bar,134,Bar,American,"1, 2, 3 Maylor St, Centre, Cork, T12 DX23, Ireland",4.4,44,€20-35,+353 21 890 1234,https://www.google.com/url?q=http://www.bocellicork.com/&opi=79508299&sa=U&ved=0ahUKEwjV1vma5ZiQAxXZTGwGHdbpOjAQ61gIHCgS&usg=AOvVaw0cLUgs1TzEDPtk8G9-mVCv,https://www.google.com/maps/place/Bocelli+Italian+Kitchen+%26+Wine+Bar/data=!4m7!3m6!1s0x484491839b9fc2ef:0x9eafc017eabb9219!8m2!3d51.8987105!4d-8.467856!16s%2Fg%2F11fj48pvfg!19sChIJ78Kfm4ORREgRGZK76hfAr54?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Paladar,135,Pizzeria,Italian,"6 Bridge St, Victorian Quarter, Cork, T23 DP94, Ireland",4.7,47,€20-35,+353 86 890 1234,https://www.google.com/url?q=https://paladar.ie/&opi=79508299&sa=U&ved=0ahUKEwjGtfuo5ZiQAxUfTmwGHUvRMyEQ61gIFygS&usg=AOvVaw2tOAtdeZF4h7uTzGz4m5xh,https://www.google.com/maps/place/Paladar/data=!4m7!3m6!1s0x484491d9339107c5:0x40c4471cd5e24ba1!8m2!3d51.9012364!4d-8.4700192!16s%2Fg%2F11tcgpv7zy!19sChIJxQeRM9mRREgRoUvi1RxHxEA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Bella Napoli,136,Cafe,Irish,"20 Academy St, Centre, Cork, T12 V9DK, Ireland",4.5,45,€20-35,+353 21 239 2576,https://www.google.com/url?q=http://bellanapolicork.com/&opi=79508299&sa=U&ved=0ahUKEwiKmq625ZiQAxXFcGwGHahSBXgQ61gIGygS&usg=AOvVaw3CGIneOGwBYQDeKywXlfu9,https://www.google.com/maps/place/Bella+Napoli/data=!4m7!3m6!1s0x484491b42e345ed1:0xe82cdfb9aa76fa7c!8m2!3d51.8991227!4d-8.473482!16s%2Fg%2F11r27gz61j!19sChIJ0V40LrSRREgRfPp2qrnfLOg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Bookshelf Coffee House,137,Cafe,Continental,"78 S Mall, Centre, Cork, T12 K7CT, Ireland",4.4,44,€5-15,+353 21 901 2345,https://www.google.com/url?q=https://www.bookshelfcoffee.com/&opi=79508299&sa=U&ved=0ahUKEwiogPTD5ZiQAxWtRmwGHeCtHMIQ61gIGigS&usg=AOvVaw10T2oYJgJb1iiBzS8eLfoa,https://www.google.com/maps/place/The+Bookshelf+Coffee+House/data=!4m7!3m6!1s0x4844900ff5403f21:0x8afd137ec700f979!8m2!3d51.8972399!4d-8.4696588!16s%2Fg%2F1q69vnxhy!19sChIJIT9A9Q-QREgRefkAx34T_Yo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Gloria Jean's Coffees Castle St,138,Cafe,Irish,"7, 8 Castle St, Centre, Cork, Ireland",4.1,41,€5-15,+353 21 012 3456,https://www.google.com/url?q=https://www.gloriajeanscoffees.com.au/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3DGoogle%2520My%2520Business%26utm_content%3DCastle%2520St%26utm_term%3Dplcid_572287971956368392&opi=79508299&sa=U&ved=0ahUKEwisiPTQ5ZiQAxX5WXADHbsuNfIQ61gIFigO&usg=AOvVaw2vXEN4fJm8JOQfSdnjwOpm,https://www.google.com/maps/place/Gloria+Jean%27s+Coffees+Castle+St/data=!4m7!3m6!1s0x48449010c4c589d7:0xdac5fe96b6314cdc!8m2!3d51.8985594!4d-8.4767623!16s%2Fg%2F11c1qwsf8n!19sChIJ14nFxBCQREgR3Ewxtpb-xdo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Chapel Gate Cafe,139,Cafe,Italian,"Chapel Gate, Ballincollig, Cork, P31 XP38, Ireland",4.6,46,€5-15,+353 85 901 2345,,https://www.google.com/maps/place/Chapel+Gate+Cafe/data=!4m7!3m6!1s0x4844920d0b8fd885:0xdc41bdbc68685845!8m2!3d51.8870668!4d-8.5899655!16s%2Fg%2F11cn8s3dy6!19sChIJhdiPCw2SREgRRVhoaLy9Qdw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Caffè Nero,140,Bar,Continental,"16-17 Oliver Plunkett St, Centre, Cork, T12 RD79, Ireland",4.1,41,€5-15,+353 21 123 4567,https://www.google.com/url?q=https://caffenero.com/ie/&opi=79508299&sa=U&ved=0ahUKEwj2lP7q5ZiQAxVuTmwGHSv7JpcQ61gIGigS&usg=AOvVaw3qhcR0L0enMymeo_vMH5tk,https://www.google.com/maps/place/Caff%C3%A8+Nero/data=!4m7!3m6!1s0x4844900feb61e46f:0xfcaabf0925cbff63!8m2!3d51.8981416!4d-8.4693252!16s%2Fg%2F11f_zhxbvk!19sChIJb-Rh6w-QREgRY__LJQm_qvw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Silver Key Bar & Restaurant,141,Pub,Irish,"Churchyard Ln, Ballinlough, Cork, Ireland",4.3,43,€10-25,+353 21 234 5678,https://www.google.com/url?q=http://silverkey.co/&opi=79508299&sa=U&ved=0ahUKEwj0-o745ZiQAxUqS3ADHePkEywQ61gIHCgS&usg=AOvVaw01PfWekvk5lSg11NTi2l2K,https://www.google.com/maps/place/Silver+Key+Bar+%26+Restaurant/data=!4m7!3m6!1s0x4844854c98c1021d:0xeda6fd7d2da5fe1c!8m2!3d51.8875855!4d-8.4332493!16s%2Fg%2F11bbrjby3_!19sChIJHQLBmEyFREgRHP6lLX39pu0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Vicarstown Bar,142,Pub,Irish,"52 N Main St, Centre, Cork, T12 KT92, Ireland",4.4,44,€10-25,+353 21 439 3434,https://www.google.com/url?q=https://corkheritagepubs.com/pub/the-vicarstown/&opi=79508299&sa=U&ved=0ahUKEwiJy8yF5piQAxWVSmwGHbPuPNYQ61gIGygS&usg=AOvVaw37mta7wa6Q40kty6dmgoWd,https://www.google.com/maps/place/Vicarstown+Bar/data=!4m7!3m6!1s0x48449010d160daed:0xf461953552f5a9fb!8m2!3d51.8988131!4d-8.4774497!16s%2Fg%2F124sv9c0g!19sChIJ7dpg0RCQREgR-6n1UjWVYfQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Franciscan Well Brewery & Brewpub,143,Cafe,Sweets and Savory,"14 N Mall, Sunday's Well, Cork, T23 P264, Ireland",4.6,46,€10-25,+353 21 345 6789,https://www.google.com/url?q=http://www.franwellbar.com/&opi=79508299&sa=U&ved=0ahUKEwj4zN-S5piQAxW-R2cHHY8wBnYQ61gIGigS&usg=AOvVaw3ASkfnZ9bt4eccQgRI64HA,https://www.google.com/maps/place/Franciscan+Well+Brewery+%26+Brewpub/data=!4m7!3m6!1s0x4844901687ebc1bf:0x3a61c27600c8cdc5!8m2!3d51.9010819!4d-8.4821027!16s%2Fg%2F1tfq41jg!19sChIJv8HrhxaQREgRxc3IAHbCYTo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Crush Coffee,144,Pub,Irish,"Wallingstown, Little Island, Co. Cork, T45 F449, Ireland",4.6,46,€5-15,+353 83 345 6789,,https://www.google.com/maps/place/Crush+Coffee/data=!4m7!3m6!1s0x48449bead61d8bb3:0x7ac9a4f62edaea28!8m2!3d51.9005179!4d-8.3680888!16s%2Fg%2F11p16b25kl!19sChIJs4sd1uqbREgRKOraLvakyXo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,Bar
The Abbot's Ale House,145,Cafe,Sweets and Savory,"17 Devonshire St, Victorian Quarter, Cork, T23 X799, Ireland",4.8,48,€10-25,+353 21 456 7890,,https://www.google.com/maps/place/The+Abbot%27s+Ale+House/data=!4m7!3m6!1s0x484491276802e1bf:0xb251af9636780951!8m2!3d51.9020749!4d-8.4717545!16s%2Fg%2F11rk4gb8y9!19sChIJv-ECaCeRREgRUQl4NpavUbI?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Some Dose Coffee Cork Opera House,146,Restaurant,Middle Eastern,"Cork Opera House, Emmett Pl, Centre, Cork, T12 DW6P, Ireland",4.9,49,€5-15,+353 21 567 8901,https://www.google.com/url?q=https://www.instagram.com/some_dose/%3Fhl%3Den&opi=79508299&sa=U&ved=0ahUKEwjFjMLD5piQAxW5UGwGHWmtAdgQ61gIFigO&usg=AOvVaw3gnmhXSIsNmkFBuN9Qb89Q,https://www.google.com/maps/place/Some+Dose+Coffee+Cork+Opera+House/data=!4m7!3m6!1s0x484491000617fcf3:0x7fecfc10a4ff7eb4!8m2!3d51.9003067!4d-8.4727025!16s%2Fg%2F11w9t7k_cn!19sChIJ8_wXBgCRREgRtH7_pBD87H8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Tirab Smash Burger 100% Halal حلال,147,Bar,Continental,"The Black Market, Monahan Rd, Ballintemple, Cork, T12 NXN1, Ireland",4.6,46,€10-25,+353 87 567 8901,https://www.google.com/url?q=https://tirabsmashburger.ie/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-website-link&opi=79508299&sa=U&ved=0ahUKEwjDkYzR5piQAxURT2wGHdtkAWAQ61gIGygS&usg=AOvVaw2kRaiq6RhfhfyKKXcR48XU,https://www.google.com/maps/place/Tirab+Smash+Burger+100%25+Halal+%D8%AD%D9%84%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x48449bbecd98c57d:0x52fbd1696761a072!8m2!3d51.8963501!4d-8.4437852!16s%2Fg%2F11k4s96hf7!19sChIJfcWYzb6bREgRcqBhZ2nR-1I?authuser=0&hl=en&rclk=1,Casual,Halal,"Dine-in, Takeaway, Delivery, Kerbside pickup",Bar
Tedo Tapas Bar,148,Pub,Irish,"31 Princes St, Centre, Cork, T12 YD37, Ireland",4.1,41,€10-25,+353 21 678 9012,https://www.google.com/url?q=http://www.tedo.ie/&opi=79508299&sa=U&ved=0ahUKEwiy95ne5piQAxWsR2wGHezSB_AQ61gIGigS&usg=AOvVaw1M-5_Tu5rthKnRQY1rN5-Z,https://www.google.com/maps/place/Tedo+Tapas+Bar/data=!4m7!3m6!1s0x484490107869059f:0x8ae51733ad0e4803!8m2!3d51.8972178!4d-8.4732908!16s%2Fg%2F11cncdpqh5!19sChIJnwVpeBCQREgRA0gOrTMX5Yo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
The Wilton Pub & Restaurant,149,Pub,Irish,"Cardinal Way, Wilton, Cork, Ireland",4,40,€10-25,+353 21 789 0123,https://www.google.com/url?q=http://wiltonpub.ie/&opi=79508299&sa=U&ved=0ahUKEwjBn9bq5piQAxW3SWwGHeF4LE8Q61gIHCgS&usg=AOvVaw3KdU5s8BlFn6Bz5V31YahO,https://www.google.com/maps/place/The+Wilton+Pub+%26+Restaurant/data=!4m7!3m6!1s0x48448e2d44fab813:0x687a551c1ade80cf!8m2!3d51.880963!4d-8.5102957!16s%2Fg%2F1q62d7jwm!19sChIJE7j6RC2OREgRz4DeGhxVemg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Woodford,150,Cafe,American,"20-21 Paul St, Centre, Cork, T12 EK53, Ireland",4.5,45,€10-25,+353 21 890 1234,https://www.google.com/url?q=http://www.thewoodford.ie/&opi=79508299&sa=U&ved=0ahUKEwiqzqv45piQAxW0V2wGHe5bHjwQ61gIGygS&usg=AOvVaw0M0L2YpiErGo0zDlWf_Wma,https://www.google.com/maps/place/The+Woodford/data=!4m7!3m6!1s0x48449010e48c92f9:0x712c5ebf13f57d31!8m2!3d51.8989569!4d-8.47554!16s%2Fg%2F1tdj__8f!19sChIJ-ZKM5BCQREgRMX31E79eLHE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Starbucks Opera Lane,151,Pub,Irish,"Unit 19, Queen Anne Building, Opera Ln, Cork, Ireland",4,40,€5-15,+353 86 890 1234,https://www.google.com/url?q=https://www.starbucks.ie/&opi=79508299&sa=U&ved=0ahUKEwiBuoqG55iQAxVpSGwGHYkLEx0Q61gIGigS&usg=AOvVaw3xgDo4w4cmLGppHBv4Dmgw,https://www.google.com/maps/place/Starbucks+Opera+Lane/data=!4m7!3m6!1s0x484490104a86bd63:0x25efb2fed64997a4!8m2!3d51.8994326!4d-8.4729753!16s%2Fg%2F11bwq70bbt!19sChIJY72GShCQREgRpJdJ1v6y7yU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery","Bar, WiFi"
The Oliver Plunkett,152,Cafe,Italian,"116 Oliver Plunkett St, Centre, Cork, T12 P957, Ireland",4.4,44,€10-25,+353 21 901 2345,https://www.google.com/url?q=https://theoliverplunkett.com/&opi=79508299&sa=U&ved=0ahUKEwid4YWU55iQAxX3TGwGHUhYD7MQ61gIGygS&usg=AOvVaw3Rr7FjKxgwfXn_Pq0gT7_q,https://www.google.com/maps/place/The+Oliver+Plunkett/data=!4m7!3m6!1s0x4844900fe96841bf:0x84fd528f47fb16a3!8m2!3d51.8982604!4d-8.4696267!16s%2Fg%2F11h09lwqp!19sChIJv0Fo6Q-QREgRoxb7R49S_YQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Pronto The Coffee Shop,153,Pub,Irish,"Castle Rd, Blackrock, Cork, Ireland",4.7,47,€5-15,+353 21 427 7850,https://www.google.com/url?q=https://www.facebook.com/ProntoTheCoffeeShop/info%3Ftab%3Doverview&opi=79508299&sa=U&ved=0ahUKEwiX_YOt55iQAxU55DkIHZSaK6AQ61gIFigO&usg=AOvVaw1WFwN8ksOIin2_eN_9Kq7f,https://www.google.com/maps/place/Pronto+The+Coffee+Shop/data=!4m7!3m6!1s0x48449ad109bc7135:0xcd5d0004769294aa!8m2!3d51.8974574!4d-8.4124671!16s%2Fg%2F11cltkbqkc!19sChIJNXG8CdGaREgRqpSSdgQAXc0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Counihans Bar,154,Pub,Irish,"3 Pembroke St, Centre, Cork, T12 HK12, Ireland",4.1,41,€10-25,+353 21 012 3456,,https://www.google.com/maps/place/Counihans+Bar/data=!4m7!3m6!1s0x4844900ffb2e1241:0xdf977f36bbadef31!8m2!3d51.8978382!4d-8.4699812!16s%2Fg%2F1tcx6f0p!19sChIJQRIu-w-QREgRMe-tuzZ_l98?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Friary,155,Pub,Irish,"62 Shandon St, Sunday's Well, Cork, T23 X499, Ireland",4.6,46,€10-25,+353 85 901 2345,https://www.google.com/url?q=https://facebook.com/thefriarycork/&opi=79508299&sa=U&ved=0ahUKEwjvl-zH55iQAxXpS2wGHVBlDt8Q61gIFigO&usg=AOvVaw1sD1gyLy-WcDLk9u0pqFlo,https://www.google.com/maps/place/The+Friary/data=!4m7!3m6!1s0x48449013c0c2939b:0xad7a77383f0fa19b!8m2!3d51.9014702!4d-8.4798889!16s%2Fg%2F11bbt9nmr_!19sChIJm5PCwBOQREgRm6EPPzh3eq0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Bru Bar,156,Restaurant,American,"57 MacCurtain Street, Centre - North, Victorian Quarter, Cork, T23 CD00, Ireland",4.5,45,€10-25,+353 21 123 4567,https://www.google.com/url?q=https://brubar.ie/&opi=79508299&sa=U&ved=0ahUKEwic2-PU55iQAxUuUGwGHY9hN5QQ61gIGigS&usg=AOvVaw1xma7PE0-J3W9hk5YoR9nR,https://www.google.com/maps/place/Bru+Bar/data=!4m7!3m6!1s0x484491e4c4c751ed:0xa215364bb1fdaa09!8m2!3d51.9014077!4d-8.465945!16s%2Fg%2F11lc9hph13!19sChIJ7VHHxOSRREgRCar9sUs2FaI?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Son of a Bun,157,Pub,Irish,"29 MacCurtain Street, Victorian Quarter, Cork, T23 NX05, Ireland",4.6,46,€10-25,+353 21 234 5678,https://www.google.com/url?q=http://www.sonofabun.ie/&opi=79508299&sa=U&ved=0ahUKEwjwjdLh55iQAxUASGwGHcIMGvsQ61gIGigS&usg=AOvVaw08L4dZ3TX-bOswdKB9nFB2,https://www.google.com/maps/place/Son+of+a+Bun/data=!4m7!3m6!1s0x4844900e6c30f36d:0xe6e879ca714447d3!8m2!3d51.9015095!4d-8.4695354!16s%2Fg%2F11ckvndd7g!19sChIJbfMwbA6QREgR00dEccp56OY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
The Welcome Inn,158,Cafe,Mediterranean,"24 Parnell Pl, Centre, Cork, T12 HV2X, Ireland",4.6,46,€10-25,+353 21 345 6789,https://www.google.com/url?q=https://thewelcomeinncork.com/&opi=79508299&sa=U&ved=0ahUKEwiXz4j755iQAxVlTWwGHVJcH8YQ61gIGygS&usg=AOvVaw0COpXMRZcskPSSlFYfKBYv,https://www.google.com/maps/place/The+Welcome+Inn/data=!4m7!3m6!1s0x4844900f9fdf1179:0xce8444d11dea8792!8m2!3d51.8984789!4d-8.4675407!16s%2Fg%2F11clgpxwr0!19sChIJeRHfnw-QREgRkofqHdFEhM4?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Salt Food & Wine,159,Restaurant,Japanese,"Victoria Rd, Ballintemple, Cork, Ireland",4.5,45,€20-35,+353 83 345 6789,https://www.google.com/url?q=http://saltcork.ie/&opi=79508299&sa=U&ved=0ahUKEwioxJKI6JiQAxVQWHADHZiiPYEQ61gIGigS&usg=AOvVaw1UVe8bax6coTSaCGFUH2V1,https://www.google.com/maps/place/Salt+Food+%26+Wine/data=!4m7!3m6!1s0x48449007ea8cd8bf:0x34398f5886578c7a!8m2!3d51.8960696!4d-8.457116!16s%2Fg%2F11bw47193n!19sChIJv9iM6geQREgReoxXhliPOTQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
